suite;id;name;company;mode;dep;dest;kette;transport;uid_verwendet;importer_role;erwartet_out;erwartet_in;erwartet_sonstiges;quelle
matrix-strecke;Z35;EXW CZ→DE;EPDE;3;CZ;DE;CZ→DE→DE;middle;CZ;;OB;VC;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z36;EXW BE→BE;EPDE;3;BE;BE;BE→DE→BE;middle;BE;;BS;BI;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z37;EXW IT→SI (SI-UID);EPDE;3;IT;SI;IT→DE→SI;middle;SI;;CB;EC;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z38;EXW IT→SI (Kunde holt);EPDE;3;IT;SI;IT→DE→SI;customer;DE;;KEIN;VI;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z39;EXW BE→FR;EPDE;3;BE;FR;BE→DE→FR;middle;BE;;KEIN;BI;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z40;EXW NL→DE;EPDE;3;NL;DE;NL→DE→DE;middle;NL;;KEIN;NI;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z41;DDP DE→GB;EPDE;3;DE;GB;DE→DE→GB;middle;DE;self;KEIN;KEIN;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z42;DAP DE→GB;EPDE;3;DE;GB;DE→DE→GB;supplier;DE;customer;G0;VD;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z43;EXW SI→IT;EPDE;3;SI;IT;SI→DE→IT;middle;SI;;C1;SI;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z44;EXW SI→DE;EPDE;3;SI;DE;SI→DE→DE;middle;SI;;C1;SI;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z53;Strecke DE→AT;EPROHA;3;DE;AT;DE→AT→AT;supplier;AT;;A2;VE;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z54;Strecke DE→DE (Inland);EPROHA;3;DE;DE;DE→AT→DE;supplier;DE;;DS;VD;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z55;Strecke FR→DE;EPROHA;3;FR;DE;FR→AT→DE;supplier;DE;;DS;VH;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z56;Dreieck DE→IT;EPROHA;3;DE;IT;DE→AT→IT;supplier;AT;;AF;VE;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z57;Strecke IT→IT;EPROHA;3;IT;IT;IT→AT→IT;supplier;AT;;IC;VT;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z58;Dreieck SI→HU;EPROHA;3;SI;HU;SI→AT→HU;supplier;AT;;AF;VE;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z59;DAP/EXW DE→CH;EPROHA;3;DE;CH;DE→AT→CH;supplier;DE;customer;D0;VD;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z60;DAP/EXW AT→LI;EPROHA;3;AT;LI;AT→AT→LI;supplier;AT;customer;A0;V2;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-strecke;Z61;EXW DE→DE;EPROHA;3;DE;DE;DE→AT→DE;middle;DE;;DS;VD;;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z3;Werk DE → WE DE;EPDE;2;DE;DE;Werk DE→DE;;;;DS;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z4;Werk DE → WE FR;EPDE;2;DE;FR;Werk DE→FR;;;;DH;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z5;Werk DE → WE CH;EPDE;2;DE;CH;Werk DE→CH;;;;G0;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z6;Werk DE → WE LI;EPDE;2;DE;LI;Werk DE→LI;;;;G0;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z7;Werk DE → WE GB;EPDE;2;DE;GB;Werk DE→GB;;;;G0;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z8;Werk PL → WE PL;EPDE;2;PL;PL;Werk PL→PL;;;;A4;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z9;Werk PL → WE IT;EPDE;2;PL;IT;Werk PL→IT;;;;T1;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z10;Werk PL → WE DE;EPDE;2;PL;DE;Werk PL→DE;;;;T1;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z11;Werk PL → WE CZ;EPDE;2;PL;CZ;Werk PL→CZ;;;;T1;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z12;Werk PL → WE GB;EPDE;2;PL;GB;Werk PL→GB;;;;KEIN;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z13;Werk PL → WE CH;EPDE;2;PL;CH;Werk PL→CH;;;;KEIN;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z14;Werk CZ → WE CZ;EPDE;2;CZ;CZ;Werk CZ→CZ;;;;AE;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z15;Werk CZ → WE SK;EPDE;2;CZ;SK;Werk CZ→SK;;;;OB;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-lager;Z16;Werk CZ → WE DE;EPDE;2;CZ;DE;Werk CZ→DE;;;;OB;;Lieferung ab eigenem Werk;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z45;Lager AT → WE AT;EPROHA;2;AT;AT;AT→AT;;;dap;A2;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z46;Lager AT → WE DE;EPROHA;2;AT;DE;AT→DE;;;dap;AF;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z47;Lager AT → WE IT;EPROHA;2;AT;IT;AT→IT;;;dap;AF;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z48;Lager AT → CH (DAP/EXW);EPROHA;2;AT;CH;AT→CH;;;dap;A0;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z49;Lager AT → LI (DAP/EXW);EPROHA;2;AT;LI;AT→LI;;;dap;A0;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z50;Lager AT → CH (DDP);EPROHA;2;AT;CH;AT→CH;;;ddp;B5;;incoterm=ddp;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z51;Lager AT → LI (DDP);EPROHA;2;AT;LI;AT→LI;;;ddp;B5;;incoterm=ddp;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z52;Lager AT → GB (DAP/EXW);EPROHA;2;AT;GB;AT→GB;;;dap;A0;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z62;Drop-Ship Kunde AT (fremde UID) → WE DE;EPROHA;2;AT;AT;AT→AT(Kunde)→DE(WE);;;dap;AF;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z63;Drop-Ship Kunde AT (keine UID) → WE DE;EPROHA;2;AT;AT;AT→AT(Kunde)→DE(WE);;;dap;A2;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z64;Drop-Ship Kunde DE → WE IT;EPROHA;2;AT;DE;AT→DE(Kunde)→IT(WE);;;dap;AF;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
matrix-mode2;Z65;Drop-Ship Kunde CH → WE SK (SK-UID);EPROHA;2;AT;CH;AT→CH(Kunde)→SK(WE);;SK;dap;AF;;incoterm=dap;Matrix_erweitert_V1_2.xlsx / scripts/test-matrix.mjs
quickcheck-3p;QC-01;DE→EPROHA→IT Dreieck: L1 IG-Erwerb VE (Eingang), L2 IG-Lief./Dreieck AF (Ausgang) — nicht IC;EPROHA;3;DE;IT;DE→EPROHA→IT;supplier;;;AF;VE;movingL1=true · triangle=true · L1=ig-erwerb · L2=ig-lieferung;app.js QC_TESTS
quickcheck-3p;QC-02;DE→EPROHA→IT, Kunde holt ab → L2 bewegend (IG-Lief. ab DE = DH), kein Dreieck;EPROHA;3;DE;IT;DE→EPROHA→IT;customer;;;DH;VD;movingL1=false · triangle=false · L1=resting · L2=ig-lieferung;app.js QC_TESTS
quickcheck-3p;QC-03;DE→EPROHA→IT, ich (Heimat-UID) → Grundregel → L1 bewegend, Dreieck;EPROHA;3;DE;IT;DE→EPROHA→IT;middle;;;;;movingL1=true · triangle=true;app.js QC_TESTS
quickcheck-3p;QC-04;IT→EPDE→DE, Kunde holt ab → L2 bewegend;EPDE;3;IT;DE;IT→EPDE→DE;customer;;;;;movingL1=false · triangle=false;app.js QC_TESTS
quickcheck-3p;QC-05;FR→EPDE→IT Dreieck: L1 IG-Erwerb DE = VH, L2 IG-Lief. DE = DH (EPDE ohne eigenen Dreieckscode → ic-exempt);EPDE;3;FR;IT;FR→EPDE→IT;supplier;;;DH;VH;movingL1=true · triangle=true · L1=ig-erwerb · L2=ig-lieferung;app.js QC_TESTS
quickcheck-3p;QC-06;"AT→EPROHA→DE, Kunde holt ab → L2 IG-Lief. ab AT = AF; L1 ruhend V2";EPROHA;3;AT;DE;AT→EPROHA→DE;customer;;;AF;V2;movingL1=false · triangle=false · L1=resting · L2=ig-lieferung;app.js QC_TESTS
quickcheck-3p;QC-07;DE→EPDE→CH, Lieferant → L1 Ausfuhr (Vorlief.), L2 ruhend CH, kein Dreieck;EPDE;3;DE;CH;DE→EPDE→CH;supplier;;;;;movingL1=true · triangle=false · L1=export · L2=resting;app.js QC_TESTS
quickcheck-3p;QC-08;DE→EPROHA→CH, Kunde holt ab → L2 Ausfuhr ab DE = D0;EPROHA;3;DE;CH;DE→EPROHA→CH;customer;;;D0;;movingL1=false · triangle=false · L2=export;app.js QC_TESTS
quickcheck-3p;QC-09;DE→EPDE→CH, Kunde holt ab → L2 Ausfuhr = G0;EPDE;3;DE;CH;DE→EPDE→CH;customer;;;G0;;movingL1=false · triangle=false · L2=export;app.js QC_TESTS
quickcheck-3p;QC-10;DE→EPDE→GB, Kunde holt ab → L2 Ausfuhr = G0, kein Dreieck;EPDE;3;DE;GB;DE→EPDE→GB;customer;;;G0;;movingL1=false · triangle=false · L2=export;app.js QC_TESTS
quickcheck-3p;QC-11;CH→EPROHA→CH, CH-Inland: beide Lieferungen CH-MWST 8,1 %;EPROHA;3;CH;CH;CH→EPROHA→CH;supplier;;;B5;IB;L1=ch-inland · L2=ch-inland;app.js QC_TESTS
quickcheck-3p;QC-12;CH→EPDE→DE, Einfuhr: L1 Import (EUSt), L2 ruhend DE = DS;EPDE;3;CH;DE;CH→EPDE→DE;supplier;;;DS;;movingL1=true · triangle=false · L1=import · L2=resting;app.js QC_TESTS
quickcheck-3p;QC-13;"IT→EPROHA→IT IT-Inland: kein Dreieck, L2 IT-RC = IC (Ausgang); L1 ohne MWSKZ (EPROHA ohne IT-UID)";EPROHA;3;IT;IT;IT→EPROHA→IT;supplier;;;IC;;triangle=false · L2=rc;app.js QC_TESTS
quickcheck-3p;QC-14;IT→EPDE→IT IT-Inland: L1 IT-RC Eingang = VI, L2 IT-RC Ausgang = IC (EPDE mit IT-UID);EPDE;3;IT;IT;IT→EPDE→IT;supplier;;;IC;VI;triangle=false · L1=rc · L2=rc;app.js QC_TESTS
quickcheck-4p;QC4-01;EPDE FR→DE→NL→IT, U2 (ich=B, Mittler), Lieferant: L1 IG-Erwerb VH (Eingang), L2 Dreieckslieferung DH (Ausgang, Ausbaustufe 2), L3 ruhend andere Parteien;EPDE;4;FR;IT;FR→DE→NL→IT;supplier;;;DH;VH;mePos=2 · movingIndex=0 · triangle=true · in:ig-erwerb,out:ig-lieferung,info:resting-info;app.js QC4_TESTS
quickcheck-4p;QC4-02;EPDE FR→DE→NL→IT, U2, Kunde holt ab: bewegte L3 andere Parteien, L1/L2 ruhend in FR → Reg. FR;EPDE;4;FR;IT;FR→DE→NL→IT;customer;;;;;mePos=2 · movingIndex=2 · triangle=false · in:domestic,out:resting,info:moving-info;app.js QC4_TESTS
quickcheck-4p;QC4-03;EPROHA DE→AT→NL→IT, U2, ich transportiere, DE-UID nicht mitgeteilt: Abs. 1 → L1 bewegend (ig. Erwerb VE);EPROHA;4;DE;IT;DE→AT→NL→IT;middle;;;AF;VE;mePos=2 · movingIndex=0 · triangle=true · in:ig-erwerb,out:ig-lieferung,info:resting-info;app.js QC4_TESTS
quickcheck-4p;QC4-04;EPDE FR→PL→DE→IT, U3 (ich=C), Lieferant: L1 bewegt andere Parteien, L2 Eingang, L3 IT-RC IC (Ausgang);EPDE;4;FR;IT;FR→PL→DE→IT;supplier;;;IC;;mePos=3 · movingIndex=0 · triangle=true · info:moving-info,in:domestic,out:rc;app.js QC4_TESTS
lohnveredelung;LV-01;FI→PL→DE EPROHA direkt, Ware kommt zurück: RC + Verkauf separat + Reg PL;EPROHA;5;FI;DE;FI→PL(Veredelung)→DE;;;;;;inland=false · s2kind=rc · s3kind=separate · reg=[PL] · verbr=null · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-02;FI→PL→DE EPROHA direkt, Ware bleibt: Verkauf IG-Lieferung PL→DE (kein PL-Stkz → kein Code);EPROHA;5;FI;DE;FI→PL(Veredelung)→DE;;;;;;s3kind=ig-sale · reg=[PL] · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-03;FI→PL→DE EPDE (PL-UID vorhanden): kein Registrierungsrisiko, IG-Lieferung ab PL = T1;EPDE;5;FI;DE;FI→PL(Veredelung)→DE;;;;T1;;reg=[] · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-04;DE→DE→AT EPROHA (sup=con, Sitz AT): Einkauf inländisch, Veredelung ABER RC;EPROHA;5;DE;AT;DE→DE(Veredelung)→AT;;;;DH;;inland=true · conIsHome=false · s2kind=rc · s2rc=true · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-14;DE→DE→AT EPROHA, Ware kommt zurück: ig. Verbringen DE→AT + Verkauf separat;EPROHA;5;DE;AT;DE→DE(Veredelung)→AT;;;;;;inland=true · s3kind=separate · verbr=DE→AT! · reg=[] · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-15;PL→PL→AT EPROHA, Ware kommt zurück: Verbringen ab PL → PL-Registrierung nötig;EPROHA;5;PL;AT;PL→PL(Veredelung)→AT;;;;;;inland=true · s3kind=separate · verbr=PL→AT! · reg=[PL] · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-16;DE→DE→AT EPDE (alles Heimat), Ware bleibt im Lager: kein Verbringen;EPDE;5;DE;AT;DE→DE(Veredelung)→AT;;;;;;inland=true · conIsHome=true · s3kind=separate · verbr=null · reg=[] · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-05;FI→PL→PL EPDE, Ware bleibt: Verkauf Inland PL;EPDE;5;FI;PL;FI→PL(Veredelung)→PL;;;;;;s3kind=inland-sale · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-06;AT→DE→AT EPROHA, Verfügungsmacht AT + Rückkehr: Inlandskauf 20% + lit. f, keine DE-Reg;EPROHA;5;AT;AT;AT→DE(Veredelung)→AT;;;;;;inland=false · supIsHome=true · s1kind=home-purchase · s2kind=rc · s3kind=separate · reg=[] · verbr=AT→DE · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-07;AT→DE→AT EPROHA, Verfügungsmacht DE (DAP): ig. Erwerb DE (EPROHA hat DE-UID);EPROHA;5;AT;AT;AT→DE(Veredelung)→AT;;;;;;supIsHome=true · s1kind=ig-acquisition · reg=[] · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-08;AT→PL→AT EPROHA, Verfügungsmacht AT + Rückkehr: lit. f vermeidet PL-Registrierung;EPROHA;5;AT;AT;AT→PL(Veredelung)→AT;;;;;;supIsHome=true · s1kind=home-purchase · reg=[] · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-09;AT→PL→AT EPROHA, Verfügungsmacht PL (DAP): ig. Erwerb PL → Registrierung PL nötig;EPROHA;5;AT;AT;AT→PL(Veredelung)→AT;;;;;;supIsHome=true · s1kind=ig-acquisition · reg=[PL] · lvDirect=true · litF=true;app.js LOHN_TESTS
lohnveredelung;LV-10;AT→DE→AT EPROHA, Verfügungsmacht AT, Ware bleibt: IG-Lieferung ab DE = DH (nicht AF);EPROHA;5;AT;AT;AT→DE(Veredelung)→AT;;;;DH;;supIsHome=true · s1kind=home-purchase · s3kind=ig-sale · s3uid=DE · reg=[] · verbr=AT→DE! · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-11;AT→PL→AT EPROHA, Ware bleibt: kein PL-Ausgangs-Stkz → kein Code + PL-Registrierung;EPROHA;5;AT;AT;AT→PL(Veredelung)→AT;;;;;;supIsHome=true · s3kind=ig-sale · reg=[PL] · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-12;AT→DE→AT EPDE (Converter im Heimatland DE): Veredelung 19% DE-MwSt, KEIN RC;EPDE;5;AT;AT;AT→DE(Veredelung)→AT;;;;DH;;inland=false · conIsHome=true · s2kind=inland-service · s2rc=false · s2sap=VD · s3uid=DE · reg=[] · verbr=null · lvDirect=true · litF=false;app.js LOHN_TESTS
lohnveredelung;LV-13;AT→DE→AT EPROHA (Converter im Ausland): Veredelung mit RC in AT;EPROHA;5;AT;AT;AT→DE(Veredelung)→AT;;;;;;conIsHome=false · s2kind=rc · s2rc=true · s2sap=RC · verbr=AT→DE! · lvDirect=true · litF=false;app.js LOHN_TESTS
smoke;LF-02e;DE→AT(ich)→IT, Transport=Kunde, kein Dreiecksgeschäft, Reg. in DE;EPROHA;3;DE;IT;DE→AT→IT;customer;;;;;movingIndex=1 · lieferortL1=DE · lieferortL2=DE · trianglePossible=false · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 2e)
smoke;LF-04a;IT→AT(ich)→DE→HU, Transport=Lieferant, Dreiecksgeschäft IT-AT-DE;EPROHA;4;IT;HU;IT→AT→DE→HU;supplier;;;;;movingIndex=0 · lieferortL1=IT · lieferortL2=HU · trianglePossible=true · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at 4-Parteien Beispiel (Dok 8))
smoke;LF-04b;IT→AT(ich)→DE→HU, Transport=ich (AT-UID), Dreiecksgeschäft IT-AT-DE;EPROHA;4;IT;HU;IT→AT→DE→HU;middle;;;;;movingIndex=1 · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at 4-Parteien Beispiel (Dok 9))
smoke;LF-04c;IT→AT(ich)→DE→HU, Transport=ich, AT-UID (Ansässigkeit) → Grundregel Abs. 1 → L1 bewegend;EPROHA;4;IT;HU;IT→AT→DE→HU;middle;AT;;;;movingIndex=0 · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at 4-Parteien Beispiel (Dok 10))
smoke;LF-04d;IT→AT(ich)→DE→HU, Transport=DE (U3), L2 bewegend, Dreiecksgeschäft U2-U3-U4;EPROHA;4;IT;HU;IT→AT→DE→HU;customer;;;;;movingIndex=2 · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at 4-Parteien Beispiel (Dok 11))
smoke;LF-04e;IT→AT(ich)→DE→HU, Transport=Kunde (IT-UID für U3), L3 bewegend, beide Reg. IT;EPROHA;4;IT;HU;IT→AT→DE→HU;customer;;;;;movingIndex=2 · lieferortL1=IT · lieferortL2=IT · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at 4-Parteien Beispiel (Dok 12))
smoke;LF-04f;IT→AT(ich)→DE→HU, Transport=Kunde (U4 holt ab), L3 bewegend, beide Reg. IT;EPROHA;4;IT;HU;IT→AT→DE→HU;customer;;;;;movingIndex=2 · lieferortL1=IT · lieferortL2=IT · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at 4-Parteien Beispiel (Dok 13))
smoke;LF-02d;DE→AT(ich)→IT, Transport=ich, DE-UID (Abgangsland) → Abs. 2 → L2 bewegend;EPROHA;3;DE;IT;DE→AT→IT;middle;;;;;movingIndex=1 · lieferortL1=DE · lieferortL2=DE · trianglePossible=true · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 2d)
smoke;LF-02c;DE→AT(ich)→IT, Transport=ich, AT-UID (Ansässigkeit) → Grundregel Abs. 1, L1 bewegend;EPROHA;3;DE;IT;DE→AT→IT;middle;AT;;;;movingIndex=0 · lieferortL1=DE · lieferortL2=IT · trianglePossible=true · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 2c (Hauptfall))
smoke;LF-02c-altA;DE→AT(ich)→IT, Transport=ich, DE-UID (dep) → lit. a → L1 bewegend;EPROHA;3;DE;IT;DE→AT→IT;supplier;;;;;movingIndex=0 · lieferortL2=IT · regRequired=[] · trianglePossible=true · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 2c Alternative A)
smoke;LF-02a;DE→AT(ich)→IT, Transport=Lieferant, Dreiecksgeschäft;EPROHA;3;DE;IT;DE→AT→IT;supplier;;;;;movingIndex=0 · lieferortL1=DE · lieferortL2=IT · regRequired=[] · trianglePossible=true · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 2a)
smoke;LF-01c;AT→AT(ich)→DE, Transport=Kunde (U3 holt ab);EPROHA;3;AT;DE;AT→AT→DE;customer;;;;;movingIndex=1 · lieferortL1=AT · lieferortL2=AT · regRequired=[] · trianglePossible=false · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 1c)
smoke;LF-01b;AT→AT(ich)→DE, Transport=ich, AT-UID verwendet (Wahlrecht lit. b);EPROHA;3;AT;DE;AT→AT→DE;middle;;;;;movingIndex=1 · lieferortL1=AT · lieferortL2=AT · regRequired=[] · trianglePossible=false · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 1b)
smoke;LF-01a;AT→AT(ich)→DE, Transport=Lieferant;EPROHA;3;AT;DE;AT→AT→DE;supplier;;;;;movingIndex=0 · lieferortL1=AT · lieferortL2=DE · trianglePossible=false · igLieferung=true;app.js SMOKE_TESTS (reihengeschaeft.at Beispiel 1a)
smoke;IT-RC-01;DE→AT(ich)→IT, Transport=Lieferant — L2 ruhend in IT, inversione contabile;EPROHA;3;DE;IT;DE→AT→IT;supplier;;;;;movingIndex=0 · lieferortL1=DE · lieferortL2=IT · igLieferung=true · trianglePossible=true · regRequired=[];app.js SMOKE_TESTS (Steuerrechtlich abgeleitet: Art. 17 Abs. 2 DPR 633/1972)
